tool	rank	metric	sample	value
shouji	species	Shannon equitability	RH_S001__insert_270.fq	0.3358901243054528
shouji	strain	Shannon diversity	RH_S001__insert_270.fq	0.3690130182042294
shouji	strain	Shannon equitability	RH_S001__insert_270.fq	0.3358901243054528
shouji	superkingdom	True positives	RH_S001__insert_270.fq	2.0
shouji	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
shouji	superkingdom	False positives	RH_S001__insert_270.fq	0.0
shouji	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
shouji	superkingdom	Purity	RH_S001__insert_270.fq	1.0
shouji	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
shouji	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	phylum	True positives	RH_S001__insert_270.fq	2.0
shouji	phylum	False negatives	RH_S001__insert_270.fq	0.0
shouji	phylum	False positives	RH_S001__insert_270.fq	0.0
shouji	phylum	Completeness	RH_S001__insert_270.fq	1.0
shouji	phylum	Purity	RH_S001__insert_270.fq	1.0
shouji	phylum	F1 score	RH_S001__insert_270.fq	1.0
shouji	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	class	True positives	RH_S001__insert_270.fq	2.0
shouji	class	False negatives	RH_S001__insert_270.fq	0.0
shouji	class	False positives	RH_S001__insert_270.fq	0.0
shouji	class	Completeness	RH_S001__insert_270.fq	1.0
shouji	class	Purity	RH_S001__insert_270.fq	1.0
shouji	class	F1 score	RH_S001__insert_270.fq	1.0
shouji	class	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	order	True positives	RH_S001__insert_270.fq	2.0
shouji	order	False negatives	RH_S001__insert_270.fq	0.0
shouji	order	False positives	RH_S001__insert_270.fq	0.0
shouji	order	Completeness	RH_S001__insert_270.fq	1.0
shouji	order	Purity	RH_S001__insert_270.fq	1.0
shouji	order	F1 score	RH_S001__insert_270.fq	1.0
shouji	order	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	family	True positives	RH_S001__insert_270.fq	2.0
shouji	family	False negatives	RH_S001__insert_270.fq	0.0
shouji	family	False positives	RH_S001__insert_270.fq	0.0
shouji	family	Completeness	RH_S001__insert_270.fq	1.0
shouji	family	Purity	RH_S001__insert_270.fq	1.0
shouji	family	F1 score	RH_S001__insert_270.fq	1.0
shouji	family	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	genus	True positives	RH_S001__insert_270.fq	2.0
shouji	genus	False negatives	RH_S001__insert_270.fq	0.0
shouji	genus	False positives	RH_S001__insert_270.fq	0.0
shouji	genus	Completeness	RH_S001__insert_270.fq	1.0
shouji	genus	Purity	RH_S001__insert_270.fq	1.0
shouji	genus	F1 score	RH_S001__insert_270.fq	1.0
shouji	genus	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	species	True positives	RH_S001__insert_270.fq	3.0
shouji	species	False negatives	RH_S001__insert_270.fq	0.0
shouji	species	False positives	RH_S001__insert_270.fq	0.0
shouji	species	Completeness	RH_S001__insert_270.fq	1.0
shouji	species	Purity	RH_S001__insert_270.fq	1.0
shouji	species	F1 score	RH_S001__insert_270.fq	1.0
shouji	species	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	strain	True positives	RH_S001__insert_270.fq	3.0
shouji	strain	False negatives	RH_S001__insert_270.fq	0.0
shouji	strain	False positives	RH_S001__insert_270.fq	0.0
shouji	strain	Completeness	RH_S001__insert_270.fq	1.0
shouji	strain	Purity	RH_S001__insert_270.fq	1.0
shouji	strain	F1 score	RH_S001__insert_270.fq	1.0
shouji	strain	Jaccard index	RH_S001__insert_270.fq	1.0
shouji	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.2277154
shouji	phylum	L1 norm error	RH_S001__insert_270.fq	0.04028409999999999
shouji	class	L1 norm error	RH_S001__insert_270.fq	0.04028409999999999
shouji	order	L1 norm error	RH_S001__insert_270.fq	0.04028409999999999
shouji	family	L1 norm error	RH_S001__insert_270.fq	0.04028409999999999
shouji	genus	L1 norm error	RH_S001__insert_270.fq	0.04028409999999999
shouji	species	L1 norm error	RH_S001__insert_270.fq	0.22771539999999998
shouji	strain	L1 norm error	RH_S001__insert_270.fq	0.2277154
shouji	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.013884901657142856
shouji	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12980992118683357
shouji	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.2218691228834779
shouji	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0
shouji	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.1550356
shouji	phylum	Sum of abundances	RH_S001__insert_270.fq	0.031037699999999998
shouji	class	Sum of abundances	RH_S001__insert_270.fq	0.031037699999999998
shouji	order	Sum of abundances	RH_S001__insert_270.fq	0.031037699999999998
shouji	family	Sum of abundances	RH_S001__insert_270.fq	0.031037699999999998
shouji	genus	Sum of abundances	RH_S001__insert_270.fq	0.031037699999999998
shouji	species	Sum of abundances	RH_S001__insert_270.fq	0.1550356
shouji	strain	Sum of abundances	RH_S001__insert_270.fq	0.1550356
shouji	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	class	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	order	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	family	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	genus	Taxon counts	RH_S001__insert_270.fq	2.0
shouji	species	Taxon counts	RH_S001__insert_270.fq	3.0
shouji	strain	Taxon counts	RH_S001__insert_270.fq	3.0
sneakysnake	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.04861174155365598
sneakysnake	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.010596168404216092
sneakysnake	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.010596168404216092
sneakysnake	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.010596168404216092
sneakysnake	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.010596168404216092
sneakysnake	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.010596168404216092
sneakysnake	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.05047369798267058
sneakysnake	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.05047369798267058
sneakysnake	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.5439134247013926
sneakysnake	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.7847012004896318
sneakysnake	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1913433212098857
sneakysnake	phylum	Shannon equitability	RH_S001__insert_270.fq	0.2760500606167261
sneakysnake	class	Shannon diversity	RH_S001__insert_270.fq	0.1913433212098857
sneakysnake	class	Shannon equitability	RH_S001__insert_270.fq	0.2760500606167261
sneakysnake	order	Shannon diversity	RH_S001__insert_270.fq	0.1913433212098857
sneakysnake	order	Shannon equitability	RH_S001__insert_270.fq	0.2760500606167261
sneakysnake	family	Shannon diversity	RH_S001__insert_270.fq	0.1913433212098857
sneakysnake	family	Shannon equitability	RH_S001__insert_270.fq	0.2760500606167261
sneakysnake	genus	Shannon diversity	RH_S001__insert_270.fq	0.1913433212098857
sneakysnake	genus	Shannon equitability	RH_S001__insert_270.fq	0.2760500606167261
sneakysnake	species	Shannon diversity	RH_S001__insert_270.fq	0.5466764030937896
sneakysnake	species	Shannon equitability	RH_S001__insert_270.fq	0.49760630636723224
sneakysnake	strain	Shannon diversity	RH_S001__insert_270.fq	0.5466764030937896
sneakysnake	strain	Shannon equitability	RH_S001__insert_270.fq	0.49760630636723224
sneakysnake	superkingdom	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	superkingdom	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	superkingdom	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	phylum	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	phylum	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	phylum	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	phylum	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	phylum	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	phylum	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	class	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	class	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	class	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	class	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	class	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	class	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	class	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	order	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	order	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	order	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	order	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	order	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	order	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	order	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	family	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	family	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	family	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	family	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	family	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	family	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	family	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	genus	True positives	RH_S001__insert_270.fq	2.0
sneakysnake	genus	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	genus	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	genus	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	genus	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	genus	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	genus	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	species	True positives	RH_S001__insert_270.fq	3.0
sneakysnake	species	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	species	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	species	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	species	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	species	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	species	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	strain	True positives	RH_S001__insert_270.fq	3.0
sneakysnake	strain	False negatives	RH_S001__insert_270.fq	0.0
sneakysnake	strain	False positives	RH_S001__insert_270.fq	0.0
sneakysnake	strain	Completeness	RH_S001__insert_270.fq	1.0
sneakysnake	strain	Purity	RH_S001__insert_270.fq	1.0
sneakysnake	strain	F1 score	RH_S001__insert_270.fq	1.0
sneakysnake	strain	Jaccard index	RH_S001__insert_270.fq	1.0
sneakysnake	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.03550149999999999
sneakysnake	phylum	L1 norm error	RH_S001__insert_270.fq	0.001513100000000005
sneakysnake	class	L1 norm error	RH_S001__insert_270.fq	0.001513100000000005
sneakysnake	order	L1 norm error	RH_S001__insert_270.fq	0.001513100000000005
sneakysnake	family	L1 norm error	RH_S001__insert_270.fq	0.001513100000000005
sneakysnake	genus	L1 norm error	RH_S001__insert_270.fq	0.001513100000000005
sneakysnake	species	L1 norm error	RH_S001__insert_270.fq	0.03686130000000001
sneakysnake	strain	L1 norm error	RH_S001__insert_270.fq	0.03686130000000001
sneakysnake	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.0019027622999999985
sneakysnake	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.12980992118683357
sneakysnake	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.33214685850622455
sneakysnake	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	1.0
sneakysnake	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.3475561
sneakysnake	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0714751
sneakysnake	class	Sum of abundances	RH_S001__insert_270.fq	0.0714751
sneakysnake	order	Sum of abundances	RH_S001__insert_270.fq	0.0714751
sneakysnake	family	Sum of abundances	RH_S001__insert_270.fq	0.0714751
sneakysnake	genus	Sum of abundances	RH_S001__insert_270.fq	0.0714751
sneakysnake	species	Sum of abundances	RH_S001__insert_270.fq	0.34755610000000003
sneakysnake	strain	Sum of abundances	RH_S001__insert_270.fq	0.34755610000000003
sneakysnake	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	class	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	order	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	family	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	genus	Taxon counts	RH_S001__insert_270.fq	2.0
sneakysnake	species	Taxon counts	RH_S001__insert_270.fq	3.0
sneakysnake	strain	Taxon counts	RH_S001__insert_270.fq	3.0
ksw2_cigar	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.0
ksw2_cigar	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.5516371001370481
ksw2_cigar	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.7958441087380879
ksw2_cigar	phylum	Shannon diversity	RH_S001__insert_270.fq	0.1941610756185833
ksw2_cigar	phylum	Shannon equitability	RH_S001__insert_270.fq	0.2801152209285972
ksw2_cigar	class	Shannon diversity	RH_S001__insert_270.fq	0.1941610756185833
ksw2_cigar	class	Shannon equitability	RH_S001__insert_270.fq	0.2801152209285972
ksw2_cigar	order	Shannon diversity	RH_S001__insert_270.fq	0.1941610756185833
ksw2_cigar	order	Shannon equitability	RH_S001__insert_270.fq	0.2801152209285972
ksw2_cigar	family	Shannon diversity	RH_S001__insert_270.fq	0.1941610756185833
ksw2_cigar	family	Shannon equitability	RH_S001__insert_270.fq	0.2801152209285972
ksw2_cigar	genus	Shannon diversity	RH_S001__insert_270.fq	0.1941610756185833
ksw2_cigar	genus	Shannon equitability	RH_S001__insert_270.fq	0.2801152209285972
ksw2_cigar	species	Shannon diversity	RH_S001__insert_270.fq	0.5574691651164642
ksw2_cigar	species	Shannon equitability	RH_S001__insert_270.fq	0.507430301723919
ksw2_cigar	strain	Shannon diversity	RH_S001__insert_270.fq	0.5574691651164642
ksw2_cigar	strain	Shannon equitability	RH_S001__insert_270.fq	0.507430301723919
ksw2_cigar	superkingdom	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	superkingdom	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	superkingdom	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	phylum	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	phylum	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	phylum	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	phylum	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	phylum	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	phylum	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	class	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	class	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	class	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	class	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	class	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	class	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	class	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	order	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	order	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	order	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	order	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	order	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	order	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	order	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	family	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	family	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	family	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	family	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	family	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	family	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	family	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	genus	True positives	RH_S001__insert_270.fq	2.0
ksw2_cigar	genus	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	genus	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	genus	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	genus	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	genus	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	genus	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	species	True positives	RH_S001__insert_270.fq	3.0
ksw2_cigar	species	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	species	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	species	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	species	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	species	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	species	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	strain	True positives	RH_S001__insert_270.fq	3.0
ksw2_cigar	strain	False negatives	RH_S001__insert_270.fq	0.0
ksw2_cigar	strain	False positives	RH_S001__insert_270.fq	0.0
ksw2_cigar	strain	Completeness	RH_S001__insert_270.fq	1.0
ksw2_cigar	strain	Purity	RH_S001__insert_270.fq	1.0
ksw2_cigar	strain	F1 score	RH_S001__insert_270.fq	1.0
ksw2_cigar	strain	Jaccard index	RH_S001__insert_270.fq	1.0
ksw2_cigar	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	phylum	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	class	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	order	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	family	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	genus	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	species	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	strain	L1 norm error	RH_S001__insert_270.fq	0.0
ksw2_cigar	na	Weighted UniFrac error	RH_S001__insert_270.fq	0.0
ksw2_cigar	na	Unweighted UniFrac error	RH_S001__insert_270.fq	0.0
ksw2_cigar	na	Weighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.0
ksw2_cigar	na	Unweighted UniFrac (CAMI)	RH_S001__insert_270.fq	0.0
ksw2_cigar	superkingdom	Sum of abundances	RH_S001__insert_270.fq	0.382751
ksw2_cigar	phylum	Sum of abundances	RH_S001__insert_270.fq	0.0713218
ksw2_cigar	class	Sum of abundances	RH_S001__insert_270.fq	0.0713218
ksw2_cigar	order	Sum of abundances	RH_S001__insert_270.fq	0.0713218
ksw2_cigar	family	Sum of abundances	RH_S001__insert_270.fq	0.0713218
ksw2_cigar	genus	Sum of abundances	RH_S001__insert_270.fq	0.0713218
ksw2_cigar	species	Sum of abundances	RH_S001__insert_270.fq	0.382751
ksw2_cigar	strain	Sum of abundances	RH_S001__insert_270.fq	0.382751
ksw2_cigar	superkingdom	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	phylum	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	class	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	order	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	family	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	genus	Taxon counts	RH_S001__insert_270.fq	2.0
ksw2_cigar	species	Taxon counts	RH_S001__insert_270.fq	3.0
ksw2_cigar	strain	Taxon counts	RH_S001__insert_270.fq	3.0
edlib_cigar	superkingdom	Bray-Curtis distance	RH_S001__insert_270.fq	0.026733798244871522
edlib_cigar	phylum	Bray-Curtis distance	RH_S001__insert_270.fq	0.08496101671999642
edlib_cigar	class	Bray-Curtis distance	RH_S001__insert_270.fq	0.08496101671999642
edlib_cigar	order	Bray-Curtis distance	RH_S001__insert_270.fq	0.08496101671999642
edlib_cigar	family	Bray-Curtis distance	RH_S001__insert_270.fq	0.08496101671999642
edlib_cigar	genus	Bray-Curtis distance	RH_S001__insert_270.fq	0.08496101671999642
edlib_cigar	species	Bray-Curtis distance	RH_S001__insert_270.fq	0.027405119124045717
edlib_cigar	strain	Bray-Curtis distance	RH_S001__insert_270.fq	0.027405119124045717
edlib_cigar	superkingdom	Shannon diversity	RH_S001__insert_270.fq	0.5699530005943454
edlib_cigar	superkingdom	Shannon equitability	RH_S001__insert_270.fq	0.8222683674972465
edlib_cigar	phylum	Shannon diversity	RH_S001__insert_270.fq	0.21294296020409503
edlib_cigar	phylum	Shannon equitability	RH_S001__insert_270.fq	0.3072117526786638
edlib_cigar	class	Shannon diversity	RH_S001__insert_270.fq	0.21294296020409503
edlib_cigar	class	Shannon equitability	RH_S001__insert_270.fq	0.3072117526786638
edlib_cigar	order	Shannon diversity	RH_S001__insert_270.fq	0.21294296020409503
edlib_cigar	order	Shannon equitability	RH_S001__insert_270.fq	0.3072117526786638
edlib_cigar	family	Shannon diversity	RH_S001__insert_270.fq	0.21294296020409503
edlib_cigar	family	Shannon equitability	RH_S001__insert_270.fq	0.3072117526786638
edlib_cigar	genus	Shannon diversity	RH_S001__insert_270.fq	0.21294296020409503
edlib_cigar	genus	Shannon equitability	RH_S001__insert_270.fq	0.3072117526786638
edlib_cigar	species	Shannon diversity	RH_S001__insert_270.fq	0.5748315038416534
edlib_cigar	species	Shannon equitability	RH_S001__insert_270.fq	0.5232341834975685
edlib_cigar	strain	Shannon diversity	RH_S001__insert_270.fq	0.5748315038416534
edlib_cigar	strain	Shannon equitability	RH_S001__insert_270.fq	0.5232341834975685
edlib_cigar	superkingdom	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	superkingdom	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	superkingdom	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	superkingdom	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	superkingdom	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	superkingdom	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	superkingdom	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	phylum	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	phylum	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	phylum	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	phylum	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	phylum	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	phylum	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	phylum	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	class	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	class	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	class	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	class	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	class	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	class	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	class	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	order	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	order	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	order	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	order	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	order	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	order	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	order	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	family	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	family	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	family	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	family	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	family	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	family	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	family	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	genus	True positives	RH_S001__insert_270.fq	2.0
edlib_cigar	genus	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	genus	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	genus	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	genus	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	genus	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	genus	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	species	True positives	RH_S001__insert_270.fq	3.0
edlib_cigar	species	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	species	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	species	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	species	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	species	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	species	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	strain	True positives	RH_S001__insert_270.fq	3.0
edlib_cigar	strain	False negatives	RH_S001__insert_270.fq	0.0
edlib_cigar	strain	False positives	RH_S001__insert_270.fq	0.0
edlib_cigar	strain	Completeness	RH_S001__insert_270.fq	1.0
edlib_cigar	strain	Purity	RH_S001__insert_270.fq	1.0
edlib_cigar	strain	F1 score	RH_S001__insert_270.fq	1.0
edlib_cigar	strain	Jaccard index	RH_S001__insert_270.fq	1.0
edlib_cigar	superkingdom	L1 norm error	RH_S001__insert_270.fq	0.020592199999999998
edlib_cigar	phylum	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib_cigar	class	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib_cigar	order	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib_cigar	family	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
edlib_cigar	genus	L1 norm error	RH_S001__insert_270.fq	0.013196400000000004
